valid;avgcosts;avgcosts1;avgcosts12;avgcosts2;goodorder;goodorder1;goodorder12;goodorder2;isbdcount;isbdcount1;isbdcount12;isbdcount2;matchcount;matchcount1;matchcount12;matchcount2;matchrate;matchrate1;matchrate12;matchrate2;
1.0;2.65388225378377;2.65388225378377;2.65388225378377;3.5;0.663212894894533;0.663212894894533;0.663212894894533;0.3;27.0;27.0;27.0;0.0;36.0;36.0;36.0;0.0;1.33333333333333;1.33333333333333;1.33333333333333;0.0;
1.0;2.10603101851706;2.79396705898126;2.12328925191721;2.04527610211076;0.542255322415326;0.0405460431263727;0.584924352094073;0.608921863803157;18.0;2.0;14.0;13.0;20.0;3.0;17.0;15.0;1.11111111111111;1.5;1.21428571428571;1.15384615384615;
0.0;2.93919107348448;3.5;2.91770791796281;2.91770791796281;0.451141601024665;-0.0;0.452507549724392;0.452507549724392;31.0;1.0;21.0;21.0;17.0;0.0;10.0;10.0;0.548387096774194;0.0;0.476190476190476;0.476190476190476;
0.0;3.08818744139031;2.81894724655446;2.99125324711405;3.07740624739384;0.627322118664798;0.3;0.680839509929834;0.672494727991552;19.0;2.0;5.0;3.0;23.0;2.0;6.0;4.0;1.21052631578947;1.0;1.2;1.33333333333333;
1.0;2.98437397242712;3.5;3.08574018309526;3.08574018309526;0.470891201732732;-0.0;0.465645043721496;0.465645043721496;29.0;3.0;18.0;18.0;14.0;0.0;10.0;10.0;0.482758620689655;0.0;0.555555555555556;0.555555555555556;
0.0;2.74756044286838;2.63514120905004;2.71670368807044;2.71670368807044;0.524998117701916;0.3;0.522412114243552;0.513097070480986;82.0;2.0;69.0;69.0;53.0;2.0;49.0;49.0;0.646341463414634;1.0;0.710144927536232;0.710144927536232;
1.0;2.8436827554818;2.31522011025972;2.79699179722401;2.81793839230941;0.585184377213378;0.3;0.593860393936027;0.587936676941619;67.0;2.0;56.0;55.0;63.0;2.0;48.0;46.0;0.940298507462687;1.0;0.857142857142857;0.836363636363636;
1.0;1.89145856581865;2.41734177012681;2.01720236844441;1.75044276732281;0.731148487110703;0.3;0.863853982829487;0.902047678241546;20.0;2.0;6.0;4.0;13.0;2.0;5.0;3.0;0.65;1.0;0.833333333333333;0.75;
0.0;2.96472022387932;3.5;2.96472022387932;2.96472022387932;0.524723486001829;-0.0;0.524723486001829;0.524723486001829;18.0;2.0;18.0;16.0;6.0;0.0;6.0;6.0;0.333333333333333;0.0;0.333333333333333;0.375;
0.0;2.86305282815941;2.53811588056485;2.73840300199646;2.73840300199646;0.377235948476659;0.3;0.296122105968426;0.4107701736054;10.0;2.0;8.0;8.0;6.0;1.0;5.0;5.0;0.6;0.5;0.625;0.625;
1.0;2.47341704818054;2.36255286697843;2.47341704818054;2.41836435345178;0.629536816834236;0.066825970694477;0.629536816834236;0.659026646668281;21.0;2.0;21.0;21.0;27.0;3.0;27.0;25.0;1.28571428571429;1.5;1.28571428571429;1.19047619047619;
1.0;2.43909607416492;3.14465126937932;2.62690313962903;2.61472644814013;0.616269716530688;0.665231247410888;0.588935643614761;0.60102830931109;59.0;3.0;49.0;49.0;87.0;3.0;68.0;67.0;1.47457627118644;1.0;1.38775510204082;1.36734693877551;
1.0;2.69195472100257;3.17245718726141;2.69195472100257;2.69195472100257;0.423745513626884;0.653064562203163;0.423745513626884;0.452514981931127;16.0;4.0;16.0;15.0;9.0;2.0;9.0;9.0;0.5625;0.5;0.5625;0.6;
1.0;1.79363509609957;2.88828807815694;1.79363509609957;1.79363509609957;0.753968236529765;0.655930868093878;0.753968236529765;0.752870696973247;10.0;3.0;10.0;10.0;13.0;3.0;13.0;13.0;1.3;1.0;1.3;1.3;
0.0;2.38001765080835;3.5;2.38001765080835;2.38001765080835;0.715476711096035;-0.0;0.715476711096035;0.715476711096035;19.0;1.0;19.0;19.0;7.0;0.0;7.0;7.0;0.368421052631579;0.0;0.368421052631579;0.368421052631579;
0.0;2.5798389045092;2.75926168744006;2.75926168744006;3.5;0.533776877871038;0.51613563223025;0.51613563223025;-0.0;58.0;38.0;41.0;3.0;33.0;26.0;26.0;0.0;0.568965517241379;0.684210526315789;0.634146341463415;0.0;
1.0;2.2064525182525;2.82250304485769;2.1166741683164;2.02042477606077;0.70324958733437;0.702500125257;0.733680380730841;0.739825471008678;33.0;2.0;28.0;26.0;27.0;3.0;25.0;22.0;0.818181818181818;1.5;0.892857142857143;0.846153846153846;
1.0;2.37353315043356;2.86925827360048;1.89878962698921;1.25181052924836;0.545722357297255;0.3;0.462528309506145;0.874477495482899;53.0;2.0;4.0;2.0;35.0;2.0;5.0;3.0;0.660377358490566;1.0;1.25;1.5;
0.0;2.98932331203118;3.21696782609737;2.98932331203118;2.98932331203118;0.438054956136932;0.066825970694477;0.438054956136932;0.449686141086014;21.0;2.0;21.0;21.0;14.0;2.0;14.0;14.0;0.666666666666667;1.0;0.666666666666667;0.666666666666667;
1.0;1.83440114973264;1.65541044901777;1.83440114973264;1.94543551080915;0.70443025277966;0.818909149662846;0.70443025277966;0.455907062030092;19.0;16.0;19.0;4.0;8.0;4.0;8.0;5.0;0.421052631578947;0.25;0.421052631578947;1.25;
0.0;2.51097229259976;3.5;2.51097229259976;2.51097229259976;0.443852183375037;-0.0;0.443852183375037;0.443852183375037;21.0;2.0;21.0;21.0;16.0;0.0;16.0;16.0;0.761904761904762;0.0;0.761904761904762;0.761904761904762;
0.0;3.22933582415264;3.5;3.22933582415264;3.22933582415264;0.64475693838358;-0.0;0.64475693838358;0.64475693838358;19.0;2.0;19.0;19.0;5.0;0.0;5.0;5.0;0.263157894736842;0.0;0.263157894736842;0.263157894736842;
1.0;2.68460489092648;2.85090307938232;2.94574814887814;2.98368617667647;0.656287141846193;0.3;0.516579981851467;0.402823878848333;47.0;2.0;6.0;4.0;45.0;2.0;7.0;5.0;0.957446808510638;1.0;1.16666666666667;1.25;
1.0;0.925150946691546;3.5;0.556080816182067;0.556080816182067;0.843366953592445;-0.0;0.931918717376812;0.931918717376812;17.0;2.0;5.0;3.0;25.0;0.0;3.0;3.0;1.47058823529412;0.0;0.6;1.0;
0.0;2.95352434122628;3.41233567914707;3.0105674857628;2.97966224011786;0.559487421636893;0.3;0.563383693375811;0.552595816180668;46.0;3.0;41.0;38.0;34.0;2.0;28.0;26.0;0.739130434782609;0.666666666666667;0.682926829268293;0.684210526315789;
0.0;2.50461250965824;2.93284557352238;2.41562450708818;2.41562450708818;0.485416128858367;0.3;0.521641144123863;0.498565235844417;19.0;2.0;15.0;15.0;14.0;1.0;12.0;12.0;0.736842105263158;0.5;0.8;0.8;
0.0;3.02086745469599;3.5;3.02086745469599;3.02086745469599;0.359370119297813;-0.0;0.359370119297813;0.359370119297813;25.0;4.0;25.0;21.0;14.0;0.0;14.0;14.0;0.56;0.0;0.56;0.666666666666667;
1.0;2.76338177212443;2.24121351855297;2.76338177212443;2.72795872369804;0.617968552657963;0.3;0.617968552657963;0.615781594001364;22.0;3.0;21.0;21.0;21.0;2.0;21.0;20.0;0.954545454545455;0.666666666666667;1.0;0.952380952380952;
1.0;2.26347548307929;2.2545846350863;2.26347548307929;2.26347548307929;0.565093074521153;0.868238662004436;0.565093074521153;0.501772445546714;10.0;3.0;10.0;10.0;12.0;3.0;12.0;12.0;1.2;1.0;1.2;1.2;
1.0;1.50130460956194;1.96221587366931;1.50130460956194;1.39991509349056;0.779795551263334;0.828351936026865;0.779795551263334;0.703834699725919;17.0;3.0;17.0;17.0;20.0;4.0;20.0;19.0;1.17647058823529;1.33333333333333;1.17647058823529;1.11764705882353;
0.0;2.73054609620871;3.5;3.46530795969715;3.46530795969715;0.477932648186073;-0.0;0.636566548244934;0.636566548244934;27.0;1.0;20.0;20.0;5.0;0.0;2.0;2.0;0.185185185185185;0.0;0.1;0.1;
0.0;2.90942486991178;2.34399289029855;2.90942486991178;2.95654420154622;0.611856517547337;0.3;0.611856517547337;0.599635860219631;42.0;5.0;41.0;36.0;13.0;1.0;13.0;12.0;0.30952380952381;0.2;0.317073170731707;0.333333333333333;
1.0;2.27082701779194;1.30836445022122;2.0309696554031;2.0309696554031;0.706185839399441;0.896433372705832;0.749027504110259;0.728255434272613;22.0;3.0;14.0;14.0;21.0;2.0;16.0;16.0;0.954545454545455;0.666666666666667;1.14285714285714;1.14285714285714;
0.0;2.96678726360774;3.5;2.62708981797508;2.62708981797508;0.296685051931854;-0.0;0.0479592036144283;0.0479592036144283;32.0;2.0;18.0;16.0;11.0;0.0;3.0;3.0;0.34375;0.0;0.166666666666667;0.1875;
1.0;1.96061201134235;1.70577295091067;1.96061201134235;1.87700046761923;0.752478263981919;0.811093811389051;0.752478263981919;0.738404883831476;22.0;4.0;22.0;22.0;30.0;4.0;30.0;28.0;1.36363636363636;1.0;1.36363636363636;1.27272727272727;
1.0;1.22972838185827;1.42427462831215;1.22972838185827;0.918454387532065;0.794088278261372;0.691729519140422;0.794088278261372;0.885068988634961;14.0;5.0;14.0;9.0;13.0;8.0;13.0;5.0;0.928571428571429;1.6;0.928571428571429;0.555555555555556;
0.0;3.04274087127564;2.59791195120748;2.85848452309378;3.11905709498008;0.566661208118361;0.3;0.699483620640858;0.3;62.0;2.0;4.0;2.0;56.0;2.0;4.0;2.0;0.903225806451613;1.0;1.0;1.0;
1.0;2.34820052641201;3.36694587311397;2.16795021141426;2.16795021141426;0.603019567579967;0.642073481259944;0.651361780930932;0.652291407612591;22.0;4.0;19.0;19.0;23.0;2.0;19.0;19.0;1.04545454545455;0.5;1.0;1.0;
0.0;2.82562274767262;3.5;2.82562274767262;2.82562274767262;0.567916282059994;-0.0;0.567916282059994;0.567916282059994;27.0;2.0;27.0;25.0;18.0;0.0;18.0;18.0;0.666666666666667;0.0;0.666666666666667;0.72;
1.0;2.66484226093546;1.97957357542089;2.66484226093546;2.71858882450523;0.709396650644251;0.871065360051002;0.709396650644251;0.70527049128802;45.0;2.0;45.0;43.0;55.0;4.0;55.0;51.0;1.22222222222222;2.0;1.22222222222222;1.18604651162791;
1.0;1.9114588838132;3.5;1.44087391090899;1.44087391090899;0.536566134538762;-0.0;0.0252905579594505;0.0252905579594505;23.0;1.0;3.0;2.0;21.0;0.0;2.0;2.0;0.91304347826087;0.0;0.666666666666667;1.0;
0.0;2.66471171851325;3.5;2.65295627301455;2.65295627301455;0.600605054593439;-0.0;0.569855149206979;0.569855149206979;29.0;1.0;22.0;21.0;20.0;0.0;16.0;16.0;0.689655172413793;0.0;0.727272727272727;0.761904761904762;
1.0;1.6725994810529;3.5;1.56566638595035;1.56566638595035;0.475419649934689;-0.0;0.53820614618784;0.53820614618784;33.0;3.0;29.0;26.0;10.0;0.0;8.0;8.0;0.303030303030303;0.0;0.275862068965517;0.307692307692308;
1.0;2.67668944329436;2.73265177824942;2.53068543484768;2.39604120591319;0.662784111239258;0.74301073444502;0.614913947133819;0.531068451341781;44.0;2.0;7.0;5.0;65.0;4.0;10.0;6.0;1.47727272727273;2.0;1.42857142857143;1.2;
1.0;1.38539370513618;1.28325021213069;1.38539370513618;1.38539370513618;0.693109354683257;0.919039236133543;0.693109354683257;0.616045040334873;10.0;2.0;10.0;10.0;10.0;4.0;10.0;10.0;1.0;2.0;1.0;1.0;
0.0;3.1887575981248;3.38832079370223;3.26796360910387;3.02724923990713;0.400613658747932;0.350312110060665;0.354361412692468;0.658094065217667;59.0;34.0;39.0;5.0;15.0;4.0;6.0;2.0;0.254237288135593;0.117647058823529;0.153846153846154;0.4;
1.0;1.54317605088087;1.58772398191935;1.54317605088087;1.54317605088087;0.784884027954997;0.942402254255174;0.784884027954997;0.75970402313752;21.0;3.0;21.0;21.0;27.0;6.0;27.0;27.0;1.28571428571429;2.0;1.28571428571429;1.28571428571429;
1.0;1.72163464966617;2.47710714974225;1.86033544035;0.626792021565502;0.763066207455605;0.3;0.890760085938098;0.3;28.0;2.0;5.0;3.0;14.0;2.0;3.0;1.0;0.5;1.0;0.6;0.333333333333333;
1.0;2.55044299883449;2.91304284693747;2.48412933083136;2.46506650789332;0.609805680163151;0.3;0.596003025610676;0.590497256084817;63.0;2.0;44.0;43.0;64.0;2.0;47.0;45.0;1.01587301587302;1.0;1.06818181818182;1.04651162790698;
1.0;2.32425906837121;3.19420127995726;2.54292513275312;2.41266990331229;0.657551113505275;0.3;0.507440252524603;0.735870817022209;35.0;2.0;6.0;4.0;27.0;1.0;6.0;5.0;0.771428571428571;0.5;1.0;1.25;
1.0;2.11666368063218;2.56992613364526;1.63306089164231;0.696195649639353;0.652528182407224;0.3;0.490198374092954;0.88379166105712;31.0;2.0;4.0;2.0;36.0;2.0;4.0;2.0;1.16129032258065;1.0;1.0;1.0;
1.0;2.58939383076967;2.44222658993892;2.60829119956876;2.71900093932198;0.634467361707311;0.3;0.746004671965752;0.701835967027231;21.0;2.0;4.0;2.0;23.0;2.0;5.0;3.0;1.0952380952381;1.0;1.25;1.5;
0.0;2.59619571543521;3.5;2.57874724687015;2.57874724687015;0.665555603012882;-0.0;0.667034217506399;0.667034217506399;41.0;3.0;39.0;39.0;35.0;0.0;34.0;34.0;0.853658536585366;0.0;0.871794871794872;0.871794871794872;
0.0;2.85681794306495;3.5;2.83949638667399;2.83949638667399;0.474473448713755;-0.0;0.556002944317611;0.556002944317611;27.0;3.0;23.0;23.0;11.0;0.0;10.0;10.0;0.407407407407407;0.0;0.434782608695652;0.434782608695652;
0.0;2.55462719309551;3.09450152165498;2.55462719309551;2.5165213558132;0.623123339270525;0.661341671038011;0.623123339270525;0.556280365275044;21.0;3.0;21.0;21.0;23.0;3.0;23.0;22.0;1.0952380952381;1.0;1.0952380952381;1.04761904761905;
1.0;2.42700207404251;1.71311262049743;2.0231641788077;2.0231641788077;0.604402502494051;0.3;0.68177785608709;0.659258502883747;16.0;3.0;10.0;8.0;12.0;2.0;7.0;7.0;0.75;0.666666666666667;0.7;0.875;
1.0;1.60914806143983;2.85782298451951;1.39969747925335;0.670634726620272;0.675981712194447;0.3;0.501040510498309;0.935255050302141;33.0;2.0;4.0;2.0;36.0;2.0;6.0;4.0;1.09090909090909;1.0;1.5;2.0;
0.0;2.74894170403215;3.37762464244438;2.53689665223829;2.53689665223829;0.600169799610015;0.3;0.590822275632706;0.580648768852446;52.0;2.0;29.0;28.0;27.0;2.0;15.0;15.0;0.519230769230769;1.0;0.517241379310345;0.535714285714286;
0.0;3.05956009462832;3.5;3.09286212724746;3.09286212724746;0.392958695848042;-0.0;0.293278660430377;0.293278660430377;38.0;2.0;35.0;33.0;8.0;0.0;7.0;7.0;0.210526315789474;0.0;0.2;0.212121212121212;
1.0;2.24886857528036;2.80171792492549;2.7398730852922;2.70895066547556;0.511767724566844;0.3;0.0405460431263727;0.3;49.0;2.0;4.0;2.0;19.0;1.0;3.0;2.0;0.387755102040816;0.5;0.75;1.0;
1.0;2.60229184890622;2.60067551704375;2.52802221527647;2.52802221527647;0.595219611535558;0.3;0.668116720839388;0.664915811216995;45.0;3.0;27.0;26.0;42.0;1.0;30.0;30.0;0.933333333333333;0.333333333333333;1.11111111111111;1.15384615384615;
1.0;2.66893261177204;3.23106660663875;2.62358309705123;2.62358309705123;0.562294524861777;0.3;0.59909017714242;0.586975076900214;23.0;2.0;20.0;20.0;17.0;1.0;16.0;16.0;0.739130434782609;0.5;0.8;0.8;
0.0;2.98812738960393;3.5;2.98812738960393;2.98812738960393;0.496101336966025;-0.0;0.496101336966025;0.496101336966025;42.0;2.0;42.0;40.0;39.0;0.0;39.0;39.0;0.928571428571429;0.0;0.928571428571429;0.975;
1.0;1.62680660955573;1.11096935384889;1.62680660955573;1.62680660955573;0.70113311244796;0.866640538531721;0.70113311244796;0.666270571176021;10.0;2.0;10.0;10.0;12.0;2.0;12.0;12.0;1.2;1.0;1.2;1.2;
0.0;3.20439196799298;3.20439196799298;3.5;3.5;0.3;0.3;0.3;0.3;8.0;8.0;0.0;0.0;1.0;1.0;0.0;0.0;0.125;0.125;0.0;0.0;
1.0;2.35359172423379;2.76127526823186;2.7628381546993;2.76346330928627;0.684151057883191;0.3;0.712534782615455;0.728937218917235;19.0;2.0;5.0;3.0;30.0;2.0;7.0;5.0;1.57894736842105;1.0;1.4;1.66666666666667;
0.0;2.84571743999818;3.5;3.00082971235623;3.00082971235623;0.442246418382308;-0.0;0.37840105161446;0.37840105161446;39.0;2.0;19.0;19.0;14.0;0.0;4.0;4.0;0.358974358974359;0.0;0.210526315789474;0.210526315789474;
0.0;3.13905372199281;3.15797712720719;3.13905372199281;3.12013031677844;0.287538900318896;0.0505791235293912;0.287538900318896;0.159390991468909;9.0;2.0;9.0;7.0;4.0;2.0;4.0;2.0;0.444444444444444;1.0;0.444444444444444;0.285714285714286;
1.0;1.62303459829082;1.33503266794642;1.62303459829082;1.62560342900319;0.780343519922127;0.896900306326602;0.780343519922127;0.769887795076793;34.0;2.0;34.0;33.0;49.0;4.0;49.0;46.0;1.44117647058824;2.0;1.44117647058824;1.39393939393939;
0.0;2.91272184222461;3.5;3.09367768423296;3.09367768423296;0.363768570093807;-0.0;0.324502862047218;0.324502862047218;53.0;2.0;34.0;32.0;13.0;0.0;6.0;6.0;0.245283018867925;0.0;0.176470588235294;0.1875;
0.0;2.78757963580525;3.5;2.60715552212376;2.60715552212376;0.625857796708103;-0.0;0.547748901244805;0.547748901244805;52.0;3.0;23.0;23.0;27.0;0.0;12.0;12.0;0.519230769230769;0.0;0.521739130434783;0.521739130434783;
0.0;3.03046016972657;3.5;3.32572243226765;3.32572243226765;0.417729424436814;-0.0;0.438542117162169;0.438542117162169;26.0;3.0;15.0;12.0;7.0;0.0;4.0;4.0;0.269230769230769;0.0;0.266666666666667;0.333333333333333;
0.0;2.7066214324865;3.5;2.7066214324865;2.7066214324865;0.482948837344413;-0.0;0.482948837344413;0.482948837344413;20.0;2.0;19.0;19.0;17.0;0.0;17.0;17.0;0.85;0.0;0.894736842105263;0.894736842105263;
1.0;2.55408311053438;2.49537186859859;2.55408311053438;2.53427125183947;0.587280058934453;0.700464269223068;0.587280058934453;0.562396584897897;23.0;3.0;22.0;20.0;30.0;5.0;30.0;26.0;1.30434782608696;1.66666666666667;1.36363636363636;1.3;
0.0;2.87286744959392;3.5;2.87273575722676;2.87273575722676;0.505454636457314;-0.0;0.467437703791793;0.467437703791793;27.0;2.0;20.0;20.0;18.0;0.0;14.0;14.0;0.666666666666667;0.0;0.7;0.7;
0.0;2.82208825272702;3.1280471419587;3.18585747398005;3.2249869957025;0.617252158822651;0.654044391358826;0.449200309058376;0.348964514308478;58.0;3.0;30.0;28.0;37.0;3.0;8.0;6.0;0.637931034482759;1.0;0.266666666666667;0.214285714285714;
1.0;1.85673150188471;3.2818543033584;1.74663140591547;1.70010949993236;0.713918353160992;0.3;0.758280542096359;0.753161582878579;37.0;2.0;32.0;30.0;37.0;1.0;34.0;33.0;1.0;0.5;1.0625;1.1;
0.0;2.67006921860021;3.5;2.67006921860021;2.67006921860021;0.58109635257164;-0.0;0.58109635257164;0.58109635257164;33.0;2.0;33.0;33.0;26.0;0.0;26.0;26.0;0.787878787878788;0.0;0.787878787878788;0.787878787878788;
1.0;1.66910731497533;2.72203601482338;2.26505295396477;2.16350116266285;0.708514720593552;0.3;0.590499453859831;0.550294669868196;23.0;3.0;16.0;13.0;20.0;2.0;11.0;9.0;0.869565217391304;0.666666666666667;0.6875;0.692307692307692;
1.0;1.2604105889459;0.763736158954264;1.2604105889459;1.2604105889459;0.696987293622445;0.3;0.739871736943421;0.723948601512489;36.0;3.0;27.0;26.0;11.0;1.0;11.0;11.0;0.305555555555556;0.333333333333333;0.407407407407407;0.423076923076923;
1.0;2.02459672565579;2.4332678196225;2.02459672565579;2.02459672565579;0.68200545838416;0.723482077957523;0.68200545838416;0.673171099077169;18.0;2.0;18.0;18.0;19.0;3.0;19.0;19.0;1.05555555555556;1.5;1.05555555555556;1.05555555555556;
0.0;2.87304879123563;3.5;3.15918584960583;3.15918584960583;0.474685765283189;-0.0;0.423161749385819;0.423161749385819;59.0;3.0;37.0;35.0;23.0;0.0;11.0;11.0;0.389830508474576;0.0;0.297297297297297;0.314285714285714;
0.0;2.33215157455306;3.4865565895834;2.33215157455306;2.33215157455306;0.551054045572094;0.3;0.551054045572094;0.48352792768105;12.0;3.0;12.0;12.0;6.0;1.0;6.0;6.0;0.5;0.333333333333333;0.5;0.5;
0.0;3.11317376354162;3.5;3.11317376354162;3.11317376354162;0.423400887823294;-0.0;0.423400887823294;0.423400887823294;40.0;2.0;40.0;38.0;23.0;0.0;23.0;23.0;0.575;0.0;0.575;0.605263157894737;
0.0;2.91017154744029;2.4675749661844;2.4675749661844;3.5;0.486356376095708;0.3;0.3;-0.0;38.0;2.0;4.0;2.0;24.0;2.0;2.0;0.0;0.631578947368421;1.0;0.5;0.0;
0.0;3.0124192597473;3.5;3.08675523631729;3.08675523631729;0.408340852078649;-0.0;0.2744231038587;0.2744231038587;23.0;4.0;19.0;17.0;13.0;0.0;9.0;9.0;0.565217391304348;0.0;0.473684210526316;0.529411764705882;
0.0;3.09041174196118;3.5;2.91487937015705;2.91487937015705;0.417819159281583;-0.0;0.42365064459254;0.42365064459254;66.0;3.0;48.0;45.0;12.0;0.0;4.0;4.0;0.181818181818182;0.0;0.0833333333333333;0.0888888888888889;
0.0;3.15218803852176;3.5;3.15218803852176;3.15218803852176;0.631968449770412;-0.0;0.631968449770412;0.631968449770412;12.0;3.0;12.0;10.0;3.0;0.0;3.0;3.0;0.25;0.0;0.25;0.3;
1.0;1.93447203417033;3.05831040897668;2.02039397689347;0.982477544810266;0.649179104809384;0.3;0.48287806004247;0.915176996555548;34.0;2.0;5.0;3.0;31.0;2.0;4.0;2.0;0.911764705882353;1.0;0.8;0.666666666666667;
1.0;2.19911999298957;1.72731019272511;1.84727474135616;1.90725701567169;0.715368953049966;0.3;0.580955983492937;0.84614441347471;21.0;2.0;5.0;3.0;28.0;2.0;6.0;4.0;1.33333333333333;1.0;1.2;1.33333333333333;
1.0;2.19136798332514;2.21937268285554;2.05950260769102;2.02752859265811;0.629935763880122;0.3;0.598188789662963;0.571809861887599;64.0;3.0;50.0;48.0;18.0;2.0;12.0;10.0;0.28125;0.666666666666667;0.24;0.208333333333333;
1.0;2.27595492108261;2.02057532020102;1.86954399477647;1.67644266735713;0.763413651584186;0.851526343424108;0.795094646146237;0.78389892810154;32.0;2.0;14.0;13.0;25.0;4.0;16.0;14.0;0.78125;2.0;1.14285714285714;1.07692307692308;
0.0;2.94074363387033;3.02155950024777;3.02155950024777;3.5;0.292355415613465;0.3;0.3;-0.0;22.0;2.0;5.0;3.0;6.0;2.0;2.0;0.0;0.272727272727273;1.0;0.4;0.0;
1.0;2.37838676542501;2.36641862851345;2.37838676542501;2.35102621607319;0.578680539011221;0.80401637471061;0.578680539011221;0.54156750801748;20.0;2.0;20.0;20.0;23.0;4.0;23.0;22.0;1.15;2.0;1.15;1.1;
0.0;3.09721625636897;3.28453816035111;3.09721625636897;3.08829616570315;0.450378779090942;0.3;0.450378779090942;0.43838995251595;35.0;3.0;35.0;33.0;22.0;1.0;22.0;21.0;0.628571428571429;0.333333333333333;0.628571428571429;0.636363636363636;
1.0;2.83149339353867;2.52625303811025;2.70468598083067;2.69712931979854;0.621192135843041;0.3;0.587309799109346;0.579422312526853;50.0;3.0;34.0;34.0;44.0;2.0;26.0;25.0;0.88;0.666666666666667;0.764705882352941;0.735294117647059;
1.0;2.87336513421167;3.29082061415048;2.84669588175432;2.84669588175432;0.487616058578946;0.639471353049481;0.46565002553367;0.450741590566789;56.0;3.0;46.0;46.0;45.0;3.0;36.0;36.0;0.803571428571429;1.0;0.782608695652174;0.782608695652174;
0.0;2.7424677094983;2.54325646223425;2.72497913626317;3.17928582133547;0.588220465124644;0.62293507881781;0.558686711330113;0.636740593752834;36.0;22.0;27.0;5.0;18.0;10.0;14.0;4.0;0.5;0.454545454545455;0.518518518518518;0.8;
1.0;2.57654691655392;2.56457367531362;2.59191805291551;3.14792039748732;0.636398165305987;0.672349252120191;0.659377370156452;0.640488470294428;81.0;57.0;61.0;4.0;73.0;61.0;64.0;3.0;0.901234567901235;1.07017543859649;1.04918032786885;0.75;